time,step,loss,examples/sec,sec/batch
2016-11-29 00:34:37.932774,3690,0.94,1987.1,0.064
2016-11-29 00:34:43.055039,3700,1.01,1965.2,0.065
2016-11-29 00:34:48.625387,3710,0.74,2183.2,0.059
2016-11-29 00:34:53.816751,3720,0.90,1669.5,0.077
2016-11-29 00:34:58.769346,3730,0.91,1967.1,0.065
2016-11-29 00:35:03.870691,3740,0.98,1906.3,0.067
2016-11-29 00:35:08.843057,3750,1.07,1760.9,0.073
2016-11-29 00:35:14.027919,3760,0.89,1954.5,0.065
2016-11-29 00:35:19.134595,3770,0.79,2055.1,0.062
2016-11-29 00:35:24.179937,3780,0.82,1699.5,0.075
2016-11-29 00:35:29.165201,3790,0.87,2013.1,0.064
2016-11-29 00:35:34.206210,3800,0.92,2113.6,0.061
2016-11-29 00:35:39.880240,3810,0.89,1876.5,0.068
2016-11-29 00:35:44.971965,3820,0.90,2060.1,0.062
2016-11-29 00:35:50.069968,3830,0.90,1961.3,0.065
2016-11-29 00:35:55.112783,3840,1.14,1926.1,0.066
2016-11-29 00:36:00.346397,3850,0.87,1831.4,0.070
2016-11-29 00:36:05.528374,3860,0.95,2076.9,0.062
2016-11-29 00:36:10.671499,3870,0.95,1690.4,0.076
2016-11-29 00:36:15.729862,3880,0.83,1861.8,0.069
2016-11-29 00:36:20.795628,3890,1.07,2083.6,0.061
2016-11-29 00:36:25.955441,3900,0.86,1623.8,0.079
2016-11-29 00:36:31.630307,3910,0.95,1889.3,0.068
2016-11-29 00:36:36.799889,3920,0.69,1939.1,0.066
2016-11-29 00:36:41.992261,3930,0.92,2074.0,0.062
2016-11-29 00:36:47.056044,3940,0.96,2103.5,0.061
2016-11-29 00:36:52.234580,3950,0.99,1962.4,0.065
2016-11-29 00:36:57.315854,3960,1.00,2004.5,0.064
2016-11-29 00:37:02.449909,3970,0.91,2020.0,0.063
2016-11-29 00:37:07.672173,3980,1.05,2018.9,0.063
2016-11-29 00:37:12.958270,3990,0.85,1889.4,0.068
2016-11-29 00:37:18.088939,4000,0.80,2042.9,0.063
2016-11-29 00:37:26.473603,4010,0.90,2059.9,0.062
